,Name,Description,Category,URL,Small_Image,Large_Image,Tags
10,Wolf Hall,"Zesdelig BBC-kostuumdrama, dat zich afspeelt in de tijd van de Engelse Koning Hendrik VIII. Gebaseerd op de prijswinnende romans van schrijfster Hilary Mantel (Wolf Hall en Bring up the bodies).",Series,https://www.npostart.nl/wolf-hall/POW_03010593,https://images.npo.nl/tile/320x180/Wolf_hall_cdn_tile-1667816765.jpg,https://images.npo.nl/header/2560x1440/Wolf_hall_cdn_header-1667816765.jpg,[]
11,Witch Hunt,"Als een juriste bij een gerenommeerd Noors advocatenbureau een verdachte transactie onder ogen krijgt, ruikt ze onraad en probeert ze haar superieuren te waarschuwen dat er iets niet in de haak is. Maar al snel blijkt dat zij niet zitten te wachten op een klokkenluider.",Series,https://www.npostart.nl/witch-hunt/POW_05051915,https://images.npo.nl/tile/320x180/Witch_Hunt_Poster__KRO-NCRV__cdn_tile-1639561842.jpg,https://images.npo.nl/header/2560x1440/Witch_Hunt_Poster__KRO-NCRV__cdn_header-1639561842.jpg,[]
12,Wisting,"Noorse thrillerserie met hoofdinspecteur William Wisting en zijn dochter, misdaadjournaliste Line.",Series,https://www.npostart.nl/wisting/POW_04274498,https://images.npo.nl/tile/320x180/Wisting-1574324572_cdn_tile-1587190021.jpg,https://images.npo.nl/tile/320x180/Wisting-1574324572_cdn_tile-1587190021.jpg,"['Misdaad', '3 seizoenen']"
13,Willemspark,"Dwarsfluitles, tennistraining en de laatste auditie voor een commercial en dan heb je ook nog die zeurende nanny achter je aan. Annabel, Hazel, Olivier en Mees leiden een even stressvol bestaan als hun ouders.",Series,https://www.npostart.nl/willemspark/POMS_S_VPRO_113348,https://images.npo.nl/tile/320x180/Willemspark2_cdn_tile-1590094778.jpg,https://images.npo.nl/tile/320x180/Willemspark2_cdn_tile-1590094778.jpg,"['Komedie', '1 seizoen']"
14,Yentl en de Boer de Serie,Yentl en de Boer de Serie is een vierdelige muzikale comedyserie met een mix van het beste materiaal uit hun theatervoorstellingen en gloednieuwe sketches en liedjes.,Series,https://www.npostart.nl/yentl-en-de-boer-de-serie/BV_101406927,https://images.npo.nl/tile/320x180/yentlendeboerhiresivo-10_cdn_tile-1630590126.jpg,https://images.npo.nl/tile/320x180/yentlendeboerhiresivo-10_cdn_tile-1630590126.jpg,"['Komedie', '1 seizoen']"
15,White Sands,In het Deense toeristenplaatsje Hvide Sande wordt een jonge Duitse surfer op brute wijze vermoord. Een jaar later is de moord nog altijd niet opgelost. Undercoveragent Helene en rechercheur Thomas doen zich voor als echtpaar om zo te infiltreren in het dorp en de dader op te sporen.,Series,https://www.npostart.nl/white-sands/POW_05120566,https://images.npo.nl/tile/320x180/White_Sands__cdn_tile-1636201288.jpg,https://images.npo.nl/tile/320x180/White_Sands__cdn_tile-1636201288.jpg,['Thriller']
16,We Are Lady Parts,"Een Britse punkband met alleen maar moslima's is op zoek naar een lead gitarist die past bij hun specifieke ruige, feministische smaak. Amina is een keurig meisje dat op jacht is naar een man. Het lijkt geen voor de hand liggende combinatie, maar ze weten elkaar toch te vinden.",Series,https://www.npostart.nl/we-are-lady-parts/POW_05166802,https://images.npo.nl/tile/320x180/We_are_lady_parts_2_cdn_tile-1641373409.jpg,https://images.npo.nl/tile/320x180/We_are_lady_parts_2_cdn_tile-1641373409.jpg,"['Komedie', '2 seizoenen']"
17,ZombieLars,"Lars is elf jaar en half zombie, wat inhoudt dat hij een zogenaamde levende onlevende is. De ontvangst op zijn nieuwe school is kil.",Series,https://www.npostart.nl/zombielars/POW_03739285,https://images.npo.nl/tile/320x180/1096879.jpg,https://images.npo.nl/tile/320x180/1096879.jpg,"['Komedie', 'Drama', '3 seizoenen']"
18,Voetbalmaffia,Nederlandse spannende dramaserie over de wereld van voetbal en matchfixing.,Series,https://www.npostart.nl/voetbalmaffia/KN_1694045,https://images.npo.nl/tile/320x180/Voetbalmaffia__Jan_Moeskops_kopie_cdn_tile-1628491332.jpg,https://images.npo.nl/tile/320x180/Voetbalmaffia__Jan_Moeskops_kopie_cdn_tile-1628491332.jpg,"['Drama', '1 seizoen']"
19,White House Farm Murders,"Essex, 1985. In de nacht van 6 op 7 augustus vindt op de boerderij van de familie Bamber een reeks gruwelijke moorden plaats. Terwijl de nabestaanden worden overmand door verdriet, start de politie haar onderzoek. In eerste instantie lijkt het een uitgemaakte zaak, maar agent Stan Jones heeft zo zijn twijfels. In deze familie is wellicht niets wat het lijkt.",Series,https://www.npostart.nl/white-house-farm-murders/POW_04463027,https://images.npo.nl/tile/320x180/WHF_Ep6_Mark_Addy_as_Stan__Freddie_Fox_as_Jeremy_and_Scott_Reid_as_DC_Mick_Clark___New_Pictures_and_all3media_international__3__cdn_tile-1590573802.JPG,https://images.npo.nl/header/2560x1440/WHF_Ep6_Mark_Addy_as_Stan__Freddie_Fox_as_Jeremy_and_Scott_Reid_as_DC_Mick_Clark___New_Pictures_and_all3media_international__3__cdn_header-1590573802.JPG,[]
20,Vliegende Hollanders,"Anthony Fokker en Albert Plesman, twee luchtvaartpioniers die aan de wieg staan van de burgerluchtvaart aan het begin van de twintigste eeuw. Twee mannen met dezelfde bevlogenheid en passie voor het vliegen, maar die niet méér van elkaar kunnen verschillen. Plesman, oprichter van KLM, is van eenvoudige komaf, fysiek imposant, rechtdoorzee en een echte familieman die zijn leven lang getrouwd is met Suze. Fokker, beroemd piloot en vliegtuigbouwer, komt uit een rijke familie, is klein van postuur, een beruchte womanizer die het niet zo nauw neemt met de regels en meerdere relaties ziet stuklopen.

Toch kunnen ze niet om elkaar heen. Plesman heeft vliegtuigen nodig om de noodlijdende KLM te redden en Fokker heeft een grote klant nodig om zijn vliegtuigen aan te verkopen. Ondanks hun strijd, weten ze er samen in te slagen om Nederland tijdens het interbellum tot een belangrijke speler te maken op het wereldtoneel van de luchtvaart.",Series,https://www.npostart.nl/vliegende-hollanders/AT_2092376,/images/empty-placeholder.png,https://images.npo.nl/header/2560x1440/vliegende_hollanders_persbeeld_vliegtuig_daan_schuurmans_fedja_cdn_header-1627574187.jpg,[]
21,Vrolijke Kerst,"Wat doe je als je alles kwijtraakt en opnieuw moet beginnen? Lucas (10) woont in een dure wijk in een groot huis. Maar door grote financiële problemen wordt het gezin uit huis gezet. Terwijl iedereen het moeilijk heeft met zichzelf en elkaar, probeert Lucas er een vrolijke kerst van te maken.",Series,https://www.npostart.nl/vrolijke-kerst/VPWON_1267911,https://www.moviemeter.nl/afbeeldingen/geen_persoon_afbeelding.jpg,https://www.moviemeter.nl/afbeeldingen/geen_persoon_afbeelding.jpg,[]
22,Welkom in de jaren 20 en 30,"Historische comedy waarin het Interbellum, de periode tussen WOI en WOII, centraal staat. Koningin Wilhelmina, Albert Einstein, Hendrikus Colijn en Fien de la Mar zijn al jaren dood, maar voor Welkom in de jaren 20 en 30 maken ze graag een uitzondering. Stuk voor stuk nemen ze plaats op de bank bij talkshowhost Dorine Goudsmit om alles over hun tijd te vertellen.",Series,https://www.npostart.nl/welkom-in-de-jaren-20-en-30/VPWON_1296272,https://www.moviemeter.nl/series/images/cover/11000/11294.300.jpg?cb=1546642453,https://www.moviemeter.nl/series/images/cover/11000/11294.300.jpg?cb=1546642453,['Komedie']
23,Voetbalmeisjes,"Een zinderende jeugdserie over het meidenelftal FC Athena: ambitieuze meisjes, zoekend wie ze zijn, ten opzichte van elkaar en de door jongens gedomineerde voetbalclub. Een elfdelige serie, waarin we iedere aflevering in de schoenen staan van steeds een ander teamlid. Alleen, maar ook met steun van elkaar ontwikkelen de meiden en het team zich tot een volwassen dameselftal.",Series,https://www.npostart.nl/voetbalmeisjes/AT_2041393,https://www.moviemeter.nl/series/images/photo/1000/1516.300.jpg?cb=1525519567,https://www.moviemeter.nl/series/images/photo/1000/1516.300.jpg?cb=1525519567,"['Drama', '1 seizoen']"
24,Vigil,"Na een verdacht sterfgeval aan boord van de onderzeeër HMS Vigil wordt de politie ingeschakeld. Inspecteur Amy Silva moet de zaak in haar eentje aan boord gaan onderzoeken, maar dat wordt nog een hele uitdaging. Onder de oppervlakte blijken geheimen te schuilen die grote gevolgen kunnen hebben.",Series,https://www.npostart.nl/vigil/POW_04789731,https://images.npo.nl/tile/320x180/_final_22889491_22889481_cdn_tile-1652767684.jpg,https://images.npo.nl/tile/320x180/_final_22889491_22889481_cdn_tile-1652767684.jpg,"['Misdaad', 'Drama', '2 seizoenen']"
25,Verborgen Verhalen,"Dramaserie gebaseerd op waargebeurde verhalen van kinderen, nagespeeld door acteurs. Bij ieder verhaal hoort een wijze bijbelspreuk die ook nu nog actueel is.",Series,https://www.npostart.nl/verborgen-verhalen/VPWON_1295025,https://images.npo.nl/tile/320x180/1905192.jpg,https://images.npo.nl/tile/320x180/1905192.jpg,['Drama']
26,Vera,In de ruige schoonheid van het Engelse Northumberland onderzoekt Vera Stanhope misdaden die alleen zij kan oplossen.,Series,https://www.npostart.nl/vera/POW_00823240,https://images.npo.nl/tile/320x180/SL_VERA_Seizoen_11_cdn_tile-1660117280.png,https://images.npo.nl/tile/320x180/SL_VERA_Seizoen_11_cdn_tile-1660117280.png,"['Drama', 'Misdaad', '12 seizoenen']"
27,Victoria,"Kostuumdrama over de turbulente jonge jaren van de Britse koningin Victoria (1819-1901). De betovergrootmoeder van Queen Elizabeth II besteeg op haar achttiende de troon. Ze gold lange tijd als langst dienende monarch van Engeland, totdat haar achterkleindochter enkele maanden geleden het record verbrak.",Series,https://www.npostart.nl/victoria/POW_03164058,https://images.npo.nl/tile/320x180/Victoria_2_cdn_tile-1620585387.jpg,https://images.npo.nl/tile/320x180/Victoria_2_cdn_tile-1620585387.jpg,"['Drama', 'Misdaad']"
28,"Unsere Mütter, unsere Väter","Berlijn, 1941. Vijf vrienden nemen afscheid. Ze beloven elkaar eeuwige vriendschap, maar geen van hen kon vermoeden hoe de oorlog hen zou veranderen. Hun belofte behoort tot een andere wereld.",Series,https://www.npostart.nl/unsere-mutter-unsere-vater/POMS_S_VPRO_460506,https://images.npo.nl/tile/320x180/Unsere_mutter_unsere_vater_cdn_tile-1651331660.jpg,https://images.npo.nl/tile/320x180/Unsere_mutter_unsere_vater_cdn_tile-1651331660.jpg,"['Drama', 'Actie']"
29,Waffel de wonderhond,"Waffel is een unieke hond, hij kan namelijk praten! Hij leidt een fijn leventje bij de familie Brooklyn Bell, maar heeft het altijd met buurvrouw Hobbs aan de stok.",Series,https://www.npostart.nl/waffel-de-wonderhond/POW_03832385,https://images.npo.nl/tile/320x180/1082555.jpg,https://images.npo.nl/tile/320x180/1082555.jpg,"['Komedie', '4 seizoenen']"
30,Tweede Hans,"Als Hans met pensioen moet, verliest hij een groot deel van zijn identiteit. Wie is hij, zonder deze baan? Moet hij genieten? Waarvan? Zijn relatie met Marleen en andere dierbaren komt onder druk te staan, terwijl hij wanhopig op zoek gaat naar een nieuwe invulling van zijn leven.",Series,https://www.npostart.nl/tweede-hans/POW_05210965,https://images.npo.nl/tile/320x180/Tweede_Hans_cdn_tile-1650018031.png,https://images.npo.nl/header/2560x1440/Tweede_Hans_cdn_header-1650018031.png,[]
31,Vampieren in de nacht,"Europa, 1889: de overgebleven vijf vampierclans in Europa worden bedreigd met uitsterven. Om te overleven worden de erven van de overgebleven clans samengebracht op een nieuw gecreëerde school op het schip The Elisabetha om, anders dan hun ouders, samen te werken en sterker te worden dan ooit..",Series,https://www.npostart.nl/vampieren-in-de-nacht/AT_2099786,https://images.npo.nl/tile/320x180/Vampieren_in_de_nacht_S2_cdn_tile-1613040595.jpeg,https://images.npo.nl/tile/320x180/Vampieren_in_de_nacht_S2_cdn_tile-1613040595.jpeg,['1 seizoen']
32,Tropenjaren,"Tv-presentatrice Rosa en schrijver Jelle worstelen met het kersverse ouderschap, zichzelf en elkaar.",Series,https://www.npostart.nl/tropenjaren/BV_101407662,https://images.npo.nl/tile/320x180/Tropenjaren_2_cdn_tile-1648905848.jpg,https://images.npo.nl/tile/320x180/Tropenjaren_2_cdn_tile-1648905848.jpg,"['Komedie', '1 seizoen']"
33,Van God Los,"Deze dramaserie vertelt verhalen over criminaliteit binnen de leefwereld van jonge mensen, vanuit het perspectief van de dader en het slachtoffer. De kijker wordt geconfronteerd met misdaden die zijn geïnspireerd op waargebeurde verhalen. Iedere aflevering is een op zichzelf staand verhaal met een wisselende cast en van verschillende makers.",Series,https://www.npostart.nl/van-god-los/BNN_101379238,https://images.npo.nl/tile/320x180/vgl-rehab-stills-2_cdn_tile-1665669178.jpg,https://images.npo.nl/tile/320x180/vgl-rehab-stills-2_cdn_tile-1665669178.jpg,"['Misdaad', 'Drama']"
34,Vilda,"Serie waarin de vijfjarige Vilda centraal staat. Ze woont samen met haar vader in een appartement en komt erachter dat ze vaak dapperder is dan ze zelf denkt. Zo blijkt een bezoek aan de tandarts, waar ze erg tegenop ziet, eigenlijk best leuk te zijn.",Series,https://www.npostart.nl/vilda/POW_04582768,https://images.npo.nl/tile/320x180/1411150.jpg,https://images.npo.nl/tile/320x180/1411150.jpg,[]
35,Top of the Lake,"Detective Robin Griffin bekommert zich om het leven en de dood van jonge vrouwen, maar het blijkt niet altijd even makkelijk om haar werkzaamheden gescheiden te houden van haar eigen geschiedenis.",Series,https://www.npostart.nl/top-of-the-lake/POW_00887320,https://images.npo.nl/tile/320x180/Top_of_the_Lake_cdn_tile-1677144201.jpg,https://images.npo.nl/tile/320x180/Top_of_the_Lake_cdn_tile-1677144201.jpg,"['Drama', 'Misdaad', '2 seizoenen']"
36,Toren C,"Maike Meijer en Margôt Ros kruipen in de huid van zo'n veertig verschillende personages die Toren C bevolken, een kantoorhel tot de nok toe gevuld met absurde situaties.",Series,https://www.npostart.nl/toren-c/VPWON_1261459,https://images.npo.nl/tile/320x180/Toren_c_nieuwseizoen_vpro_cdn_tile-1620982243.jpg,https://images.npo.nl/tile/320x180/Toren_c_nieuwseizoen_vpro_cdn_tile-1620982243.jpg,"['Komedie', '7 seizoenen']"
37,Top Dog,"Advocaat Emily knokt om hogerop te komen, maar dat kost de nodige moeite. Teddy is net vrij uit de gevangenis en wil zijn oude leven voorgoed achter zich laten. Ze gaan allebei noodgedwongen op zoek naar de ontvoerde zoon van een steenrijke zakenman.",Series,https://www.npostart.nl/top-dog/POW_04984257,https://images.npo.nl/tile/320x180/Top_Dog_Banner_2_cdn_tile-1620219728.jpg,https://images.npo.nl/tile/320x180/Top_Dog_Banner_2_cdn_tile-1620219728.jpg,"['Actie', 'Komedie']"
38,Trex,Live action serie over een jongetje dat avonturen beleeft met zijn beste vriend Trex.,Series,https://www.npostart.nl/trex/POW_04789798,https://images.npo.nl/tile/320x180/TREX_1_cdn_tile-1629210460.jpg,https://images.npo.nl/header/2560x1440/TREX_1_cdn_header-1629210460.jpg,[]
39,Twin,"Erik en Adam zijn een eeneiige tweeling. Het contrast tussen de twee broers kan bijna niet groter zijn: Erik is een vrijbuiter met forse schulden, Adam is een succesvolle zakenman met liefhebbende echtgenote en twee kinderen. Een conflict kan niet uitblijven, en de gevolgen zijn ingrijpend.",Series,https://www.npostart.nl/twin/POW_04421052,https://images.npo.nl/tile/320x180/Twin_Serie_2_cdn_tile-1624958021.jpg,https://images.npo.nl/header/2560x1440/Twin_Serie_2_cdn_header-1624958021.jpg,[]
40,Time,"Docent Mark Cobden belandt als gevolg van een noodlottig ongeluk voor vier jaar in de gevangenis, en moet snel leren om te overleven in een meedogenloze omgeving. Zijn cipier is de plichtsgetrouwe Eric McNally, die wordt gedwongen om te kiezen tussen zijn principes en de liefde voor zijn gezin.",Series,https://www.npostart.nl/time/POW_05334965,https://www.moviemeter.nl/series/images/photo/6000/6840.300.jpg?cb=1624526411,https://www.moviemeter.nl/series/images/photo/6000/6840.300.jpg?cb=1624526411,"['Misdaad', 'Drama', '2 seizoenen']"
41,Thuisfront,"Een tragische gebeurtenis brengt een groep veteranen voor het eerst sinds hun missie in Uruzgan weer samen, maar de bijeenkomst legt oude wonden bloot. Ze worden nog altijd achtervolgd door een voorval tijdens hun missie.",Series,https://www.npostart.nl/thuisfront/BV_101404758,https://www.moviemeter.nl/series/images/cover/20000/20303.300.jpg?cb=1620574849,https://www.moviemeter.nl/series/images/cover/20000/20303.300.jpg?cb=1620574849,['Drama']
42,Those Who Kill,Commissaris Katrine Ries Jensen en forensisch psychiater Thomas Schaeffer maken beiden deel uit van een speciale eenheid van de politie van Kopenhagen. Seriemoordenaars zijn hun specialiteit en de zaken die ze onderzoeken zijn zelden traditioneel en voorspelbaar.,Series,https://www.npostart.nl/those-who-kill/POW_04230629,https://www.moviemeter.nl/series/images/photo/0/905.300.jpg,https://www.moviemeter.nl/series/images/photo/0/905.300.jpg,"['Misdaad', '1 seizoen']"
43,Thin Ice,"De Arctische Raad moet vergaderen over een verstrekkend voorstel van Elsa Engström, de Zweedse minister van Buitenlandse Zaken. Dan verdwijnt een onderzoeksschip met haar adviseur aan boord.",Series,https://www.npostart.nl/thin-ice/POW_04634163,https://www.moviemeter.nl/series/images/photo/5000/5629.300.jpg?cb=1601494328,https://www.moviemeter.nl/series/images/photo/5000/5629.300.jpg?cb=1601494328,"['Drama', '1 seizoen']"
44,Vanity Fair,Kostuumdrama. Becky Sharp is vastbesloten op te klimmen in de hogere kringen in Victoriaans Engeland.,Series,https://www.npostart.nl/vanity-fair/POW_03743928,https://images.npo.nl/tile/320x180/Vanity_Fair_cdn_tile-1667815946.jpg,https://images.npo.nl/tile/320x180/Vanity_Fair_cdn_tile-1667815946.jpg,"['Drama', 'Romantiek']"
45,Theodosia,"Het is 1906 en de 14-jarige Theodosia helpt mee met een opgraving in Egypte. Nadat ze in aanraking is gekomen met een amulet, blijkt ze over magische krachten te beschikken. Die heeft ze hard nodig als ze geconfronteerd wordt met leden van een geheim genootschap die weinig goeds in de zin hebben.",Series,https://www.npostart.nl/theodosia/POW_05250505,https://images.npo.nl/tile/320x180/Theodosia_cdn_tile-1668689785.jpeg,https://images.npo.nl/tile/320x180/Theodosia_cdn_tile-1668689785.jpeg,[]
46,Too Close,"Forensisch psychiater Emma Robertson moet de geestelijke gesteldheid beoordelen van Connie Mortensen, een vrouw die iets vreselijks heeft gedaan, maar beweert er zich niets van te herinneren. De vlijmscherpe Connie voelt Emma's onzekerheden haarfijn aan, met een complex kat-en-muisspel tot gevolg.",Series,https://www.npostart.nl/too-close/POW_04984512,https://images.npo.nl/tile/320x180/Too_Close__Snowed_in_Productions__cdn_tile-1632723089.jpg,https://images.npo.nl/tile/320x180/Too_Close__Snowed_in_Productions__cdn_tile-1632723089.jpg,"['Drama', 'Misdaad']"
47,Van Gogh; een huis voor Vincent,"Een vierdelige dramaserie met onder anderen Barry Atsma en Jeroen Krabbé. Barry Atsma kruipt in de huid van Vincent van Gogh, Jeroen Krabbé vertolkt de rol van Vincent Willem, neef en enige erfgenaam van Vincent van Gogh.",Series,https://www.npostart.nl/van-gogh-een-huis-voor-vincent/POMS_S_EO_228829,https://images.npo.nl/tile/320x180/dramaserie_Vincent_van_Gogh_cdn_tile-1590052717.jpg,https://images.npo.nl/tile/320x180/dramaserie_Vincent_van_Gogh_cdn_tile-1590052717.jpg,['Documentaire']
48,The Trial of Christine Keeler,"Een schandaal dat het Groot-Brittannië van de jaren 60 op zijn grondvesten deed schudden: de Profumo-affaire. Terwijl Groot-Brittannië in de greep is van de Cubacrisis, speelt een berooide danseres de sleutelrol in een affaire met vergaande gevolgen voor diverse regeringsfunctionarissen en haarzelf.",Series,https://www.npostart.nl/the-trial-of-christine-keeler/POW_04409701,https://images.npo.nl/tile/320x180/Trial_of_Christine_Keeler_2_cdn_tile-1618392697.jpg,https://images.npo.nl/tile/320x180/Trial_of_Christine_Keeler_2_cdn_tile-1618392697.jpg,['Drama']
49,The Tourist,"Na een aanslag op zijn leven ontwaakt een man met geheugenverlies in een Australisch ziekenhuis, zonder te weten wie hij is en wat er is gebeurd. Hij moet zo snel mogelijk zijn identiteit zien te achterhalen, voor hij wordt ingehaald door zijn verleden.",Series,https://www.npostart.nl/the-tourist/POW_04984517,https://images.npo.nl/tile/320x180/The_Tourist_cdn_tile-1657209352.jpg,https://images.npo.nl/tile/320x180/The_Tourist_cdn_tile-1657209352.jpg,"['Actie', 'Romantiek']"
50,"The Thief, his Wife and the Canoe",John en Anne Darwin proberen met een gedurfd plan de financiële crisis te bezweren. John licht de levensverzekering op door een kano-ongeluk te fingeren. Hun doel is een nieuw leven in Panama.,Series,https://www.npostart.nl/the-thief-his-wife-and-the-canoe/POW_05392550,https://images.npo.nl/tile/320x180/The_Thief__his_Wife_and_the_Canoe_cdn_tile-1672742873.jpg,https://images.npo.nl/tile/320x180/The_Thief__his_Wife_and_the_Canoe_cdn_tile-1672742873.jpg,"['Drama', 'Misdaad']"
51,The Split,De getalenteerde echtscheidingsadvocate Hannah verlaat het advocatenkantoor van haar familie om te gaan werken bij de concurrent Noble & Hale. Hierdoor komt de relatie met haar moeder Ruth en haar zussen Nina en Rose onder grote druk te staan.,Series,https://www.npostart.nl/the-split/POW_03868155,https://images.npo.nl/tile/320x180/The_Split_Hero_Iconic_Landscape_CLEAN_cdn_tile-1657792424.jpg,https://images.npo.nl/tile/320x180/The_Split_Hero_Iconic_Landscape_CLEAN_cdn_tile-1657792424.jpg,"['Drama', '3 seizoenen']"
52,The Spectacular,"Conspiracy thriller geïnspireerd op de jacht op een IRA-cel door de Limburgse politie eind jaren 80, verteld vanuit het perspectief van twee vrouwen. Teamhoofd recherche Jeanine Maes opent de jacht op de mysterieuze Fiona Hughes, het meest meedogenloze en enige vrouwelijk lid van de IRA-cel.",Series,https://www.npostart.nl/the-spectacular/VPWON_1298560,https://images.npo.nl/tile/320x180/The_Spectacular_cdn_tile-1640948051.jpg,https://images.npo.nl/tile/320x180/The_Spectacular_cdn_tile-1640948051.jpg,['Drama']
53,Theo en Thea,"'Waar gaat het eigenlijk over, Thé?' Theo en Thea spelen (samen met hond Trudie) grote-mensentelevisie. Ze doen dat in kartonnen decortjes, met gordijntjes waarachter ze zich verkleden, met requisieten die iedereen thuis kan aantreffen en behandelen in iedere aflevering een ander onderwerp.",Series,https://www.npostart.nl/theo-en-thea/POW_05206072,https://images.npo.nl/tile/320x180/1619622.jpeg_cdn_tile-1633110207.jpg,https://images.npo.nl/tile/320x180/1619622.jpeg_cdn_tile-1633110207.jpg,['Komedie']
